43,rlighten16,1994-05-17,131,0
44,kgarwood17,1991-09-26,132,0
45,asaffrin18,1967-10-20,52,0
46,mmcleese19,1960-04-04,52,0
47,lcopas1a,1973-08-10,132,0
48,gyeowell1b,1986-07-06,101,0
49,vlyndon1c,1968-10-15,132,0
50,aloweth1d,1996-05-19,238,0
51,rbulle1e,1978-05-29,145,0
52,rtummasutti1f,1976-12-04,132,0
53,kabramovicz1g,1968-10-19,145,0
54,cocalleran1h,1951-11-07,239,0
55,amccrostie1i,1979-07-01,132,0
56,gchampney1j,1949-08-10,219,0
57,mkennham1k,1958-02-25,234,0
58,jpennetta1l,1976-06-25,132,0
59,cupham1m,1949-10-06,132,0
60,cwratten1n,1969-08-02,225,0
61,afirsby1o,1996-01-22,227,0
62,vmeace1p,1991-09-05,132,0
63,pbraunle1q,1964-05-13,101,0
64,tcheatle1r,1955-02-26,74,0
65,asarfati1s,1952-11-02,52,0
66,jhazelton1t,1983-06-04,46,0
67,jgeorgescu1u,1990-03-31,198,0
68,awanne1v,1970-02-16,238,0
69,fivanisov1w,1994-03-05,132,0
70,dwicher1x,1999-03-19,145,0
71,eside1y,1988-06-28,100,0
72,rtaile1z,1975-12-11,46,0
73,thazlewood20,1999-09-11,66,0
74,hskevington21,1971-12-22,132,0
75,cmattiazzi22,1953-05-19,46,0
76,swynett23,1970-12-19,46,0
77,mbuttrum24,1984-10-17,195,0
78,kwinsley25,1949-05-01,148,0
79,snare26,1992-11-16,194,0
80,lkilgallen27,1955-04-14,194,0
81,mgawkes28,1978-05-06,180,0
82,catterbury29,1977-07-01,132,0
83,omcmenamie2a,1966-04-29,238,0
84,smacgibbon2b,1951-12-26,227,0
85,abridle2c,1979-11-02,77,0
86,bsteart2d,1973-04-26,132,0
87,awalster2e,1954-09-26,219,0
88,gmaulin2f,1957-06-21,238,0
89,lnoar2g,1961-10-05,100,0
90,mromanelli2h,1986-03-27,74,0
91,gbrendish2i,1987-02-19,148,0
92,kguillon2j,1967-07-12,194,0
93,acowlam2k,1978-11-07,77,0
94,aandriulis2l,1971-11-21,132,0
95,tlebarr2m,1993-01-17,238,0
96,bpainter2n,1985-03-15,212,0
97,aceschi2o,1984-04-18,97,0
98,wpringer2p,1977-07-07,143,0
99,hbrownlie2q,1985-12-12,100,0
100,bgaitley2r,2000-04-06,212,0
101,snapleton2s,1989-04-27,238,0
102,jterbrug2t,1965-09-10,199,0
103,ghelbeck2u,1973-03-25,160,0
104,egresch2v,1976-02-21,102,0
105,adikels2w,1991-11-04,219,0
106,bcreamer2x,1983-04-02,214,0
107,rbilsborrow2y,1982-07-14,77,0
108,otettley2z,2000-09-28,212,0
109,hodonnelly30,1965-04-24,103,0
110,cveitch31,1977-04-22,238,0
111,klecordier32,1969-11-21,77,0
112,rthacke33,1996-07-31,228,0
113,euppett34,1977-01-26,227,0
114,kedson35,1952-07-25,196,0
115,lclyburn36,1999-02-18,238,0
116,gnobriga37,1952-01-10,238,0
117,nvautin38,1954-07-23,238,0
118,thurling39,1950-08-15,46,0
119,rcobbin3a,2000-02-14,52,0
120,nlebrun3b,1983-07-07,194,0
121,tloveday3c,1996-06-16,117,0
122,anewvill3d,1966-08-03,212,0
123,adaynter3e,1986-02-19,212,0
124,mnorcock3f,1955-01-08,33,0
125,mkilloran3g,1957-05-04,152,0
126,kgatward3h,1998-11-07,238,0
127,wbottrell3i,1965-05-15,132,0
128,hmussared3j,1970-04-24,112,0
129,aambrogetti3k,1957-09-18,46,0
130,trobben3l,1992-01-07,132,0
131,mbane3m,1955-01-15,132,0
132,gcannaway3n,1999-01-28,52,0
133,osawle3o,1972-12-10,100,0
134,iwallege3p,1985-06-15,77,0
135,lfoat3q,1980-12-21,79,0
136,zpetras3r,1976-02-01,70,0
137,cpattini3s,1952-11-28,42,0
138,ewallentin3t,1977-05-15,220,0
139,apirrey3u,1975-12-16,187,0
140,tmaleney3v,1986-09-17,132,0
141,jhall3w,1998-12-21,147,0
142,wkersley3x,1963-03-30,136,0
143,rcowlam3y,1988-05-22,196,0
144,bparmeter3z,1959-01-26,238,0
145,mcocke40,1998-03-28,77,0
146,zhestrop41,1989-04-18,52,0
147,mfreyn42,2000-01-03,238,0
148,haxten43,1953-09-02,70,0
149,marrighi44,1974-06-03,46,0
150,cpickwell45,1967-08-21,131,0
151,hrouff46,1961-05-09,170,0
152,mwiltsher47,1969-10-06,227,0
153,asaltmarshe48,1950-07-07,52,0
154,ctytler49,1967-12-06,132,0
155,ceagle4a,1995-03-16,143,0
156,skightly4b,1962-01-01,46,0
157,kvalance4c,1963-04-29,33,0
158,lkatte4d,1980-12-23,137,0
159,rvidgen4e,1952-06-02,52,0
160,ngreenhead4f,1971-07-23,132,0
161,mburland4g,1971-04-04,220,0
162,amelody4h,1971-01-27,46,0
163,jcucinotta4i,1963-09-29,46,0
164,mhowarth4j,1990-10-18,20,0
165,alawey4k,1966-07-14,212,0
166,wpury4l,1955-12-07,44,0
167,cchristol4m,1991-01-16,238,0
168,ainkpin4n,1978-03-18,20,0
169,msighart4o,1960-09-19,132,0
170,cmillson4p,1976-12-17,46,0
171,kstothard4q,1984-04-01,220,0
172,hmarcam4r,1985-10-28,238,0
173,jmercer4s,1976-10-23,132,0
174,bcay4t,1962-08-30,100,0
175,rdominick4u,1995-05-16,99,0
176,npowell4v,1998-07-13,77,0
177,rrosedale4w,1977-11-29,162,0
178,smougenel4x,1959-01-19,212,0
179,bziemke4y,1992-04-09,220,0
180,kbulluck4z,1955-06-01,74,0
181,hcryer50,1961-05-17,219,0
182,tmoreland51,1952-10-31,77,0
183,sashwin52,1970-08-31,194,0
184,dbarsby53,1996-09-24,238,0
185,sgoldfinch54,1956-11-16,33,0
186,rsexti55,1991-03-31,52,0
187,kpeevor56,1977-10-11,132,0
188,vmaine57,1997-11-23,113,0
189,rohenecan58,1955-07-04,219,0
190,gpaddell59,1980-08-04,34,0
191,twick5a,1973-09-28,219,0
192,ddessent5b,1962-09-10,216,0
193,bgreystock5c,1999-03-04,132,0
194,aabisetti5d,1968-03-16,132,0
195,dkanwell5e,1972-07-02,238,0
196,zhughill5f,1962-12-30,119,0
197,eadcocks5g,1997-03-30,132,0
198,agenge5h,1991-09-30,43,0
199,vbezley5i,1981-06-29,227,0
200,lgreenaway5j,1989-08-26,238,0
201,stodor5k,1983-06-09,148,0
202,lbeszant5l,1961-03-17,194,0
203,mgages5m,1955-01-06,132,0
204,ghaley5n,1971-05-28,48,0
205,hapfel5o,1981-04-13,46,0
206,crenak5p,1993-05-04,153,0
207,ahacking5q,1980-06-12,132,0
208,dgabb5r,2000-09-22,36,0
209,rjozsika5s,1989-02-17,132,0
210,dantalffy5t,1988-08-20,238,0
211,dthoresby5u,1959-09-29,219,0
212,lgaven5v,1975-03-11,132,0
213,rree5w,1979-04-28,227,0
214,dstirrup5x,1960-12-25,46,0
215,lkahane5y,1994-11-04,145,0
216,afearnley5z,1960-10-15,132,0
217,svidgen60,1953-07-07,132,0
218,jcadell61,1964-08-06,148,0
219,mhatterslay62,1974-04-20,194,0
220,regentan63,1954-11-24,46,0
221,pbrandel64,1953-08-19,46,0
222,rwill65,1987-04-27,132,0
223,nmatcham66,1967-05-16,43,0
224,kdimitru67,1979-02-10,69,0
225,btille68,1949-07-22,217,0
226,ekleeman69,1998-12-09,132,0
227,tkohtler6a,1995-08-25,219,0
228,btestin6b,1996-03-03,77,0
229,rdebernardi6c,1969-08-02,10,0
230,rpiggin6d,1984-02-10,207,0
231,rreddecliffe6e,1949-11-06,29,0
232,bdunsmore6f,1981-07-08,220,0
233,tcarine6g,1997-08-06,238,0
234,sdarwent6h,2000-02-22,220,0
235,agrowy6i,1988-04-26,52,0
236,kdeclerc6j,1965-01-27,219,0
237,rscarlett6k,1979-01-31,52,0
238,lmccallion6l,1979-03-17,110,0
239,jstokey6m,1965-04-15,145,0
240,mtschirasche6n,1997-01-21,238,0
241,sbamlett6o,1985-06-21,52,0
242,mmorales6p,1969-01-11,52,0
243,troobottom6q,1959-03-26,46,0
244,mhoston6r,1969-08-31,46,0
245,tquillinane6s,1983-11-07,152,0
246,srosewarne6t,1958-02-12,77,0
247,pspire6u,1994-08-27,132,0
248,lallwood6v,1983-07-03,125,0
249,ndelgadillo6w,1972-05-31,194,0
250,lcasterot6x,1999-07-13,227,0
251,zsawnwy6y,1979-01-12,194,0
252,tgrigorini6z,1962-02-18,100,0
253,sburwood70,1957-11-17,132,0
254,jbraemer71,1995-09-15,42,0
255,solenane72,1948-10-24,66,0
256,bcarsey73,1961-05-20,145,0
257,njankovsky74,1987-05-27,157,0
258,hhassur75,1972-11-01,194,0
259,gmerchant76,1973-03-13,132,0
260,dmcellen77,1994-07-22,44,0
261,egieraths78,1973-09-04,219,0
262,ckrugmann79,1993-05-09,46,0
263,kbowton7a,1978-04-12,227,0
264,kmcgooch7b,1982-07-23,220,0
265,scoomer7c,1997-02-21,132,0
266,mskett7d,1974-09-29,46,0
267,llote7e,1969-02-06,219,0
268,sdealy7f,1978-11-27,132,0
269,schatband7g,1982-12-16,102,0
270,rluto7h,1996-01-23,132,0
271,rround7i,1964-01-14,194,0
272,mapplin7j,1972-05-24,220,0
273,jdigman7k,1999-04-21,238,0
274,apipping7l,1954-04-07,176,0
275,gtwelve7m,1998-08-28,132,0
276,sbrando7n,1983-02-12,132,0
277,bkenny7o,1980-09-01,219,0
278,amattocks7p,1965-01-06,74,0
279,smcquarrie7q,1988-11-22,74,0
280,dcridlon7r,1972-06-17,159,0
281,arishworth7s,1992-10-21,204,0
282,mwiddicombe7t,1979-05-13,166,0
283,rvasyutochkin7u,1978-01-03,74,0
284,sreisin7v,1988-12-31,132,0
285,mloughney7w,1968-06-01,238,0
286,tfoxley7x,1961-12-21,238,0
287,pbeldam7y,1998-05-31,238,0
288,smaccarrick7z,1953-05-19,132,0
289,bcalken80,1991-09-18,238,0
290,ebernardot81,1988-10-10,78,0
291,mbrecken82,1983-08-23,132,0
292,jvanarsdalen83,1954-12-07,74,0
293,apallatina84,1990-06-05,77,0
294,mpaddon85,1967-07-26,132,0
295,avanhault86,1969-12-29,194,0
296,fkerrich87,1982-10-30,16,0
297,skensall88,1960-02-22,131,0
298,dmccullouch89,1995-02-27,131,0
299,syorkston8a,1959-03-07,226,0
300,jmelpuss8b,1998-09-09,102,0
301,amuzzullo8c,1987-11-30,238,0
302,kseak8d,1963-12-29,238,0
303,awelbourn8e,1988-04-30,77,0
304,bgristock8f,1953-05-19,48,0
305,mveelers8g,1972-10-17,46,0
306,dfaust8h,1994-08-23,102,0
307,etuite8i,1965-08-24,238,0
308,teynon8j,1967-03-31,238,0
309,ckeoghan8k,2000-04-24,62,0
310,aeustes8l,1995-05-15,132,0
311,cdamant8m,1965-02-05,125,0
312,estaniland8n,1952-02-26,125,0
313,djillitt8o,1978-06-28,132,0
314,hmalec8p,1970-03-24,227,0
315,lroxburgh8q,1984-07-10,194,0
316,jcubuzzi8r,1964-11-09,194,0
317,sferro8s,1993-12-20,77,0
318,zwackley8t,1980-08-04,157,0
319,jstribling8u,1993-09-08,227,0
320,rshayler8v,1990-03-20,227,0
321,mstuddal8w,1965-01-07,36,0
322,icozins8x,1994-02-28,194,0
323,icahan8y,1992-09-08,104,0
324,bharvison8z,1997-01-28,132,0
325,dangear90,1961-02-09,100,0
326,hbodiam91,1957-10-13,194,0
327,abarehead92,1974-05-28,132,0
328,syuryatin93,1992-11-22,219,0
329,cbarensen94,1977-06-04,132,0
330,ljellyman95,1954-10-27,132,0
331,eechallie96,1972-04-13,46,0
332,sbullers97,1992-12-09,194,0
333,dchapelle98,1977-12-05,219,0
334,rharrald99,1994-12-08,78,0
335,bmiddlebrook9a,1960-02-04,148,0
336,btoone9b,1998-07-19,194,0
337,eskeffington9c,1981-11-25,238,0
338,lcomben9d,1964-12-22,61,0
339,btaplow9e,1980-10-20,77,0
340,hsimnell9f,1991-05-19,31,0
341,xamesbury9g,1968-05-18,157,0
342,mbrunnen9h,1982-06-21,81,0
343,zmcgennis9i,1970-07-22,212,0
344,dkingwell9j,1951-06-02,194,0
345,bescot9k,1991-01-22,107,0
346,sroots9l,1972-12-15,48,0
347,sbulch9m,1948-12-17,132,0
348,omonk9n,1983-01-13,131,0
349,edalla9o,1951-10-22,74,0
350,stilmouth9p,1982-06-28,191,0
351,dbenfell9q,1992-04-15,132,0
352,jbithany9r,1980-09-24,99,0
353,cvallow9s,1971-08-15,61,0
354,ltsar9t,1996-02-06,194,0
355,eglover9u,1956-10-29,46,0
356,dorpen9v,1991-10-19,46,0
357,mquenell9w,1995-09-12,227,0
358,jliggens9x,1972-10-25,176,0
359,jdufaur9y,1950-04-04,220,0
360,kcocher9z,1996-03-17,219,0
361,mdimocka0,1980-12-29,104,0
362,chasemana1,1949-03-19,238,0
363,rvaughtena2,1962-05-06,52,0
364,mberndsena3,1972-09-29,132,0
365,splevena4,1964-05-29,194,0
366,csleitea5,1984-09-19,132,0
367,dchippindalla6,1964-07-15,132,0
368,akmenta7,1980-06-19,194,0
369,jbartczaka8,1994-12-10,74,0
370,prosiera9,1977-10-05,194,0
371,psqueersaa,1966-03-24,194,0
372,simmingsab,1956-10-05,194,0
373,dkyberdac,1980-01-09,238,0
374,cstigerad,1950-03-24,91,0
375,bhamshawae,1957-06-08,52,0
376,hfaulconbridgeaf,1965-05-08,204,0
377,cdumbrellag,1982-03-09,102,0
378,kdenidgeah,1974-01-06,132,0
379,pblannai,1958-03-11,220,0
380,hlystonaj,1994-03-11,219,0
381,adobrovolnyak,1972-09-20,40,0
382,whrynczykal,1973-07-29,122,0
383,fpetrescuam,1968-02-12,132,0
384,cskippingan,1989-08-06,122,0
385,ndrohanao,1989-05-07,198,0
386,creadap,1997-04-28,216,0
387,jhousonaq,1968-01-17,132,0
388,bbrisar,1968-04-20,137,0
389,kmcavincheyas,1989-06-07,77,0
390,fjaneat,1980-08-05,119,0
391,esteablerau,1967-04-12,77,0
392,froughsedgeav,1960-03-06,125,0
393,tjouenaw,1982-01-29,220,0
394,fmcbayneax,1984-09-07,46,0
395,gjerzykay,1997-04-29,52,0
396,twevellaz,1969-10-31,49,0
397,cmaxwaleb0,1967-12-03,238,0
398,grheltonb1,1985-08-10,227,0
399,ldaggerb2,1994-01-05,138,0
400,lcoddringtonb3,1988-01-03,220,0
401,slangstrathb4,1999-06-15,183,0
402,emcconachieb5,1949-05-16,132,0
403,smckeurtonb6,1957-09-21,77,0
404,dborgnetb7,1957-03-17,100,0
405,gcorpeb8,1984-07-28,238,0
406,tpindellb9,1986-07-11,238,0
407,chalbordba,1995-09-07,194,0
408,demanuelovbb,1949-01-21,132,0
409,kclutterhambc,1987-02-20,194,0
410,rmarchettibd,1974-04-12,148,0
411,bwhitbybe,1986-04-21,194,0
412,lgidneybf,1951-06-16,46,0
413,rmarkovicbg,1999-06-04,132,0
414,bschruursbh,1999-12-05,69,0
415,kdungebi,1954-10-06,194,0
416,bdaynterbj,1970-02-13,194,0
417,rcooganbk,1988-02-25,46,0
418,pstorckbl,1982-05-24,193,0
419,bscrowsonbm,1975-06-06,132,0
420,clutybn,1953-12-10,99,0
421,dcancelierbo,1985-06-30,132,0
422,hkollatschbp,1959-10-12,46,0
423,chartellbq,1977-06-21,99,0
424,ycraythornebr,1951-08-07,52,0
425,lmcsperronbs,2000-03-08,102,0
426,ljustunbt,1975-02-23,212,0
427,vraulinbu,1987-03-25,132,0
428,tlampbrechtbv,1975-05-01,132,0
429,atunnabw,1968-04-08,132,0
430,sstainesbx,1976-03-01,110,0
431,esansumby,1949-12-12,143,0
432,lnaylorbz,1967-09-09,122,0
433,lpenwardenc0,1993-08-22,93,0
434,nmalliac1,1966-06-01,132,0
435,spannamanc2,1997-05-07,104,0
436,imellerc3,1971-06-23,220,0
437,bmethvenc4,1988-06-26,238,0
438,meulc5,1962-09-20,132,0
439,dfeckeyc6,1978-04-24,148,0
440,sbickerc7,1966-06-17,157,0
441,bshervilc8,1981-11-28,173,0
442,msibbetc9,1956-09-26,88,0
443,gmiddenca,1958-12-02,74,0
444,bdarwincb,1995-06-30,132,0
445,tsantinocc,1961-04-01,161,0
446,dnuttcd,1953-01-20,178,0
447,eambersonce,1997-11-16,212,0
448,clambournecf,1977-06-17,132,0
449,rhuftoncg,1968-11-12,74,0
450,jdenerleych,1993-01-09,132,0
451,mgodinci,1974-06-28,219,0
452,sciobotarocj,1980-07-31,132,0
453,sologanck,1958-05-05,178,0
454,gionnidiscl,1981-09-26,102,0
455,bgeroldocm,1970-04-04,238,0
456,gbriscocn,1957-06-01,238,0
457,catterco,1950-03-20,238,0
458,abyrchcp,1991-08-25,112,0
459,apaliacq,1987-12-24,145,0
460,dverdencr,1991-07-20,132,0
461,ktorranscs,1990-05-18,174,0
462,mweedsct,1961-02-11,132,0
463,cwingatecu,1952-09-13,132,0
464,ocuardallcv,1986-06-13,202,0
465,cbowerbankcw,1969-02-14,238,0
466,helfescx,1951-02-02,153,0
467,dweddellcy,1949-01-11,220,0
468,tquaifecz,2000-01-17,238,0
469,pgeorgid0,1983-12-20,1,0
470,ssyrattd1,1992-06-15,194,0
471,tcosbeed2,1984-05-31,77,0
472,bkraftd3,1969-05-28,204,0
473,kpellamonutend4,1961-04-23,132,0
474,bsagerd5,1960-04-15,132,0
475,gtothd6,1957-03-12,220,0
476,hmagnard7,1983-05-19,145,0
477,dsantryd8,1979-03-02,148,0
478,mryald9,1969-09-24,219,0
479,aponsfordda,1985-01-07,52,0
480,edraiseydb,1986-12-11,178,0
481,ggrinikhindc,1981-09-20,157,0
482,msikoradd,1957-05-20,227,0
483,hwincklede,1995-11-25,132,0
484,lhowsondf,1955-12-28,168,0
485,olegueydg,1986-05-30,102,0
486,agaydendh,1975-08-03,194,0
487,pgodarddi,1992-12-15,132,0
488,larmisteaddj,1979-09-02,219,0
489,btotherdk,1982-12-31,212,0
490,hbarklydl,1986-01-31,132,0
491,nmannsdm,1988-10-19,132,0
492,bkelselldn,1997-07-30,238,0
493,glawelesdo,1969-01-16,77,0
494,kruthvendp,1985-02-20,125,0
495,lalfonsodq,1970-06-12,24,0
496,bferrerdr,1988-05-12,238,0
497,lbaylisds,2000-02-23,132,0
498,rortsmanndt,1999-06-05,48,0
499,pfritchedu,1992-05-02,52,0
500,enoddingsdv,1965-02-04,194,0
501,lsugardw,1954-07-27,194,0
502,jothamdx,1983-12-18,43,0
503,mpagindy,1951-12-29,238,0
504,ccankettdz,1951-01-23,112,0
505,lbostone0,1957-01-23,132,0
506,rscempe1,1977-06-03,212,0
507,kpesice2,1984-04-09,74,0
508,gupsalee3,1949-03-07,194,0
509,jcreykee4,1983-07-09,238,0
510,jklimontoviche5,1993-08-05,138,0
511,vkegge6,1987-10-27,132,0
512,whuckele7,1973-01-13,46,0
513,gsafelle8,1976-07-28,168,0
514,tlylee9,1967-01-22,77,0
515,aruggeea,1985-01-11,77,0
516,kdegneneb,1968-04-19,102,0
517,bgoudeec,1988-05-04,148,0
518,gbrandrethed,1958-01-04,52,0
519,mbarczynskiee,1998-07-11,214,0
520,imaymanef,1961-03-06,66,0
521,ssidwickeg,2000-09-24,132,0
522,jhyneseh,1981-01-01,132,0
523,ecanbyei,1985-08-12,42,0
524,mmathiasej,1995-06-15,194,0
525,cbehrensek,1984-10-24,202,0
526,lfennersel,1966-05-25,132,0
527,bpoxonem,1999-07-14,74,0
528,hjedrzejewskyen,1979-01-08,104,0
529,vkarpushkineo,1999-08-25,132,0
530,bbodeep,1982-06-09,227,0
531,csivilleq,1999-03-31,122,0
532,ddudderidgeer,1997-03-31,238,0
533,kcurcheres,1981-10-01,238,0
534,bcesconiet,1953-05-25,131,0
535,brubkeeu,1965-01-20,48,0
536,hfullardev,1953-04-29,132,0
537,bgambellew,1982-12-22,77,0
538,sferriniex,2000-02-28,69,0
539,cdoringey,1994-08-10,52,0
540,lsyphusez,1981-07-17,132,0
541,sdixceyf0,1985-11-25,77,0
542,smilhamf1,1959-03-06,132,0
543,bcurrof2,1989-05-18,132,0
544,dainscowf3,1977-04-13,132,0
545,enodesf4,1977-06-09,132,0
546,cmoiserf5,1962-05-18,212,0
547,dkelsof6,1974-11-24,10,0
548,hmodenf7,1966-11-28,132,0
549,lbaldoccif8,1985-11-27,142,0
550,tapplewhaitef9,1987-01-23,18,0
551,rcrowcherfa,1979-09-28,212,0
552,tvowellfb,1975-08-10,33,0
553,agrinishinfc,1990-08-27,214,0
554,sakriggfd,1993-12-05,132,0
555,bballisterfe,1952-08-29,238,0
556,vbrunnsteinff,1961-06-27,61,0
557,bclemmenfg,1989-10-15,132,0
558,rdealeyfh,1977-07-29,238,0
559,itolemachefi,1968-11-18,132,0
560,zbrimicombefj,1969-02-26,46,0
561,bsimmonettfk,1959-04-17,183,0
562,xsuffieldfl,1969-12-16,132,0
563,gcroncheyfm,1999-09-23,238,0
564,dromaninifn,1963-11-04,148,0
565,tgreyesfo,1985-12-11,220,0
566,slinehamfp,1967-06-19,132,0
567,bsullivanfq,1959-04-14,122,0
568,wstoppardfr,1979-08-26,238,0
569,gbortolottifs,1975-05-19,132,0
570,kclagueft,1983-03-16,132,0
571,mhoulsonfu,1992-09-04,194,0
572,rwetherheadfv,1998-03-25,132,0
573,ataylderfw,1961-04-12,174,0
574,slebrunfx,1993-01-18,238,0
575,jwattersfy,1974-10-11,58,0
576,lgettonefz,1979-01-30,220,0
577,brobesong0,1973-09-07,132,0
578,jmciang1,1952-03-18,181,0
579,abruninig2,1962-01-04,48,0
580,sstalliong3,1969-10-09,11,0
581,agrinstedg4,1985-08-28,145,0
582,egettyg5,1975-04-11,25,0
583,nlogieg6,1992-09-10,147,0
584,hlynasg7,1971-10-27,238,0
585,dlardgeg8,1997-11-02,132,0
586,epowneyg9,1976-02-19,238,0
587,fedmonstonega,1966-11-03,132,0
588,jcottrellgb,2000-05-21,212,0
589,nonelegc,1966-10-03,173,0
590,tbodechongd,1993-07-10,52,0
591,alancettge,1965-01-10,16,0
592,cyesichevgf,2000-01-03,125,0
593,afrigotgg,1982-05-28,46,0
594,meddisongh,1981-01-03,173,0
595,fmussolinigi,2000-04-16,175,0
596,ggeddisgj,1991-08-05,238,0
597,ddelaharpegk,1983-02-10,52,0
598,wotteridgegl,1976-07-14,132,0
599,rmarkinggm,1992-07-14,176,0
600,bgallihawkgn,1971-09-19,212,0
601,efuentego,1994-10-16,132,0
602,grexgp,1995-05-01,152,0
603,agotchergq,1999-02-09,181,0
604,btonergr,1965-12-01,78,0
605,ecowdrygs,1954-09-16,148,0
606,kbreesegt,1984-07-04,194,0
607,hlebanggu,1997-06-26,131,0
608,csafellgv,1982-04-30,102,0
609,ayoullgw,1985-01-09,38,0
610,khainsworthgx,1993-02-23,184,0
611,cbroskegy,1988-01-26,10,0
612,rbonifaziogz,1992-06-25,132,0
613,kstaggh0,1955-03-14,85,0
614,hpenvarneh1,1978-02-27,77,0
615,cfidgetth2,1967-06-04,43,0
616,aleninh3,1955-07-17,194,0
617,cgoldsbroughh4,1970-02-03,77,0
618,kquelchh5,1967-08-24,194,0
619,dpoppletonh6,1970-10-11,86,0
620,cdurninh7,1956-11-27,194,0
621,ocortnayh8,1958-10-18,219,0
622,lmccumeskyh9,1980-03-01,194,0
623,gbernetha,1955-12-18,46,0
624,wgreaterexhb,1949-11-23,220,0
625,jvanderkruishc,1983-07-05,132,0
626,aneasamhd,1957-11-25,46,0
627,tbeestonhe,1951-04-28,145,0
628,cgentlehf,1982-01-10,138,0
629,wkopacekhg,1983-02-11,132,0
630,mberntssenhh,1985-06-03,219,0
631,khumbatchhi,1987-04-15,46,0
632,rmooreshj,1997-05-11,220,0
633,rpappinhk,1961-04-14,52,0
634,amcblainhl,1965-03-25,46,0
635,imckevitthm,1993-02-18,238,0
636,echamphn,1970-01-10,216,0
637,kwhittingtonho,1992-08-10,132,0
638,hdevenishhp,1951-10-15,48,0
639,sbrozekhq,1985-07-03,77,0
640,lcoenhr,1980-12-28,10,0
641,bjorezhs,1954-08-08,132,0
642,nmcmanamonht,1957-08-31,62,0
643,bcardallhu,1960-03-01,46,0
644,jlongdonhv,1960-03-01,216,0
645,ohawksbyhw,1992-07-03,238,0
646,kstrethillhx,1967-05-11,143,0
647,jtannhy,1997-12-14,194,0
648,elambalhz,1976-07-02,20,0
649,ccalli0,1979-11-21,132,0
650,tvedmorei1,1989-04-01,132,0
651,schawkleyi2,1961-08-04,77,0
652,jskeenei3,1995-08-27,178,0
653,ldemainei4,1960-08-22,132,0
654,psargei5,1959-01-22,52,0
655,fsaenzi6,1980-06-05,77,0
656,fmylesi7,1989-03-22,225,0
657,amalamorei8,1976-12-04,43,0
658,rgiamettii9,1950-12-31,100,0
659,ejarretteia,1986-06-19,132,0
660,eskirvaneib,1999-07-03,194,0
661,dphetteplaceic,1971-11-07,52,0
662,jkorneichukid,1988-12-11,219,0
663,gdufourie,1966-05-23,143,0
664,lboweif,1977-07-09,238,0
665,folexaig,1993-02-25,194,0
666,rdengelih,1968-07-03,17,0
667,rdruittii,1999-08-29,238,0
668,wgamilij,1978-09-27,132,0
669,tgelderdik,1959-05-21,219,0
670,vpickervanceil,1965-07-08,194,0
671,dterbrugim,1970-03-20,148,0
672,jskentelburyin,1951-01-08,132,0
673,hproswellio,1950-01-14,194,0
674,tnottleip,1992-07-30,238,0
675,eansticeiq,1995-12-02,219,0
676,eedmottir,1959-12-07,219,0
677,rlegallis,1962-09-19,46,0
678,calfwyit,1965-06-27,132,0
679,rcurmeiu,1966-07-12,220,0
680,gschiefersteiniv,1997-05-10,238,0
681,cblumireiw,1968-05-02,132,0
